Featurecla.C.11,Name.C.128,Code.C.4,StartDate.d.1,Latitude.d.1,Longitude.d.1
Airfield,Coleraine North (C),X0AA,0,55.15,-6.68333333333333
Airfield,Coleraine South (C),X0AB,0,55.1,-6.68333333333333
Airfield,Colerne (A),EGUO,1940,51.4416666666667,-2.27944444444444
Airfield,Coll (A),EGEL,0,56.6016666666667,-6.61777777777778
Airfield,Collyweston (A),X3CL,1918,52.605,-0.506388888888889
Airfield,Colonsay (B),EGEY,0,56.0575,-6.24361111111111
Airfield,Coltishall (A),EGYC,1940,52.755,1.3575
Airfield,Colyton (C),X0AC,0,50.7166666666667,-3.1
Airfield,Combermere (A),X0AE,0,52.9886111111111,-2.59305555555556
Airfield,Compton Abbas (A),EGHA,0,50.9672222222222,-2.15361111111111
Airfield,Compton Bassett (A),++++,1940,51.4386111111111,-1.97055555555556
Airfield,Condover (A),X3CO,1942,52.6358333333333,-2.73138888888889
Airfield,Coningsby (A),EGXC,1940,53.0930555555556,-0.166666666666667
Airfield,Conington (A),X0AF,1928,52.2725,-0.0694444444444444
Airfield,Conway (B),X0CT,0,53.2916666666667,-3.8475
Airfield,Coolham (A),X1CL,1944,50.9888888888889,-0.398611111111111
Airfield,Copmanthorpe (A),X0CP,1916,53.9119444444444,-1.12638888888889
Airfield,Cosford (A),EGWC,1938,52.6402777777778,-2.30555555555556
Airfield,Cote Hill (A),X0CQ,1932,52.4397222222222,-1.06638888888889
Airfield,Cottam (A),X5CT,1939,54.0644444444444,-0.481944444444444
Airfield,Cottenham (C),X0CO,0,52.2833333333333,0.116666666666667
Airfield,Cottered (A),X2CT,0,51.9480555555556,-0.0983333333333333
Airfield,Cottesmore (A),EGXJ,1938,52.7355555555556,-0.648888888888889
Airfield,Covehithe (C),X0CV,0,52.3666666666667,1.71666666666667
Airfield,Coventry (A),EGBE,1934,52.3697222222222,-1.47972222222222
Airfield,Cowes (A),X2EC,0,50.7333333333333,-1.27694444444444
Airfield,Cowes (A),X1CS,1916,50.7463888888889,-1.30888888888889
Airfield,Cowick Hall (A),X3CP,0,53.685,-1.00444444444444
Airfield,Cowley (A),X1CA,0,51.7272222222222,-1.20916666666667
Airfield,Crail (A),X6CR,1918,56.2688888888889,-2.60611111111111
Airfield,Cramlington (A),X0CM,1918,55.0972222222222,-1.61555555555556
Airfield,Cranage (A),X4CR,1940,53.2233333333333,-2.4
Airfield,Cranfield (A),EGTC,1937,52.0722222222222,-0.616666666666667
Airfield,Cranwell (A),X4CN,1916,53.0422222222222,-0.492222222222222
Airfield,Cranwell (A),EGYD,1916,53.0302777777778,-0.483333333333333
Airfield,Crayford (A),X1CR,0,51.4513888888889,0.184444444444444
Airfield,Craysmarsh Farm (A),X2CS,0,51.3636111111111,-2.09083333333333
Airfield,Creetown (A),X0EE,1932,54.9155555555556,-4.37944444444444
Airfield,Cricklewood (C),X2CK,1912,51.55,-0.216666666666667
Airfield,Crimond (A),X6CM,1944,57.6116666666667,-1.88444444444444
Airfield,Croft (A),X4CT,0,53.1230555555556,0.251944444444444
Airfield,Croft (A),X5CR,1941,54.4561111111111,-1.5575
Airfield,Cromer (A),X3CX,2007,52.8936111111111,1.32083333333333
Airfield,Cromer (A),X3CR,0,52.9019444444444,1.32861111111111
Airfield,Cromwell (C),X9CR,0,53.15,-0.816666666666667
Airfield,Croughton (A),X2CR,1941,51.9877777777778,-1.18055555555556
Airfield,Crowfield (A),EGSO,0,52.1711111111111,1.11111111111111
Airfield,Crowland (A),X3CS,0,52.7088888888889,-0.140833333333333
Airfield,Croydon (A),X1CY,1916,51.3519444444444,-0.123611111111111
Airfield,Cruglas (B),X7CR,0,52.1341666666667,-4.36194444444444
Airfield,Cuckoo Tye Farm (A),X3CK,0,52.0683333333333,0.735833333333333
Airfield,Culdrose (A),EGDR,1944,50.0855555555556,-5.25472222222222
Airfield,Culham (A),X2CU,1932,51.6586111111111,-1.22777777777778
Airfield,Cullercoats (A),X0CU,0,55.0319444444444,-1.43833333333333
Airfield,Culmhead (A),X2CM,1941,50.9297222222222,-3.12861111111111
Airfield,Culter (A),EGEA,0,57.1197222222222,-2.32083333333333
Airfield,Cumbernauld (A),EGPG,0,55.9747222222222,-3.97555555555556
Airfield,Currock Hill (A),X5CH,1916,54.9336111111111,-1.84333333333333
Airfield,Dale (A),X7DL,1942,51.715,-5.19361111111111
Airfield,Dallachy (A),X6DL,1943,57.6561111111111,-3.06694444444444
Airfield,Dalmore (B),X6DA,0,57.6875,-4.23833333333333
Airfield,Dalmuir (A),X0DA,1915,55.9069444444444,-4.43444444444444
Airfield,Dalton (A),X5DL,1941,54.1766666666667,-1.35611111111111
Airfield,Damyn's Hall (A),EGML,0,51.5286111111111,0.245555555555556
Airfield,Darley Moor (A),X3DM,1942,52.9775,-1.74277777777778
Airfield,Darlington (C),X5DA,0,54.5761111111111,-1.52194444444444
Airfield,Daventry (A),X0DY,0,52.2375,-1.14166666666667
Airfield,Davidstow Moor (A),X2DM,1942,50.635,-4.61833333333333
Airfield,Deal (A),X0DR,0,51.2025,1.37027777777778
Airfield,Deanland (A),EGKL,0,50.8816666666667,0.155833333333333
Airfield,Deanland (A),X1DL,1944,50.8861111111111,0.166111111111111
Airfield,Debach (A),X3DB,1944,52.1363888888889,1.27138888888889
Airfield,Debden (A),X2DB,1937,51.9908333333333,0.275
Airfield,Deenethorpe (A),X3DE,1943,52.5061111111111,-0.589166666666667
Airfield,Defford (A),X3DF,0,52.0855555555556,-2.13611111111111
Airfield,Defford (A),X3DD,1941,52.0944444444444,-2.14833333333333
Airfield,Denbury (C),X0DE,0,50.5,-3.66666666666667
Airfield,Denham (A),EGLD,1917,51.5883333333333,-0.513055555555556
Airfield,Denton (A),X3DN,1940,52.2088888888889,-0.795833333333333
Airfield,Deopham Green (A),X3DG,1944,52.5502777777778,0.992222222222222
Airfield,Deptford Down (A),X9DD,0,51.1752777777778,-1.96916666666667
Airfield,Derby (A),EGBD,0,52.8597222222222,-1.6175
Airfield,Derby (A),X3DR,1939,52.8711111111111,-1.57138888888889
Airfield,Desborough (A),X3DH,1943,52.4688888888889,-0.7975
Airfield,Detling (A),X2DT,1916,51.305,0.598055555555556
Airfield,Devizes (A),X2DV,0,51.3125,-1.92805555555556
Airfield,Digby (A),X4DG,1918,53.1005555555556,-0.444166666666667
Airfield,Dishforth (A),EGXD,1936,54.1372222222222,-1.42027777777778
Airfield,Docking (A),X3DC,1940,52.92,0.656666666666667
Airfield,Doncaster (A),EGCN,1936,53.4747222222222,-1.00444444444444
Airfield,Doncaster (A),X3DT,1934,53.5105555555556,-1.105
Airfield,Doncaster (B),X3DK,1916,53.5266666666667,-1.1
Airfield,Donibristle (A),X6DO,1917,56.0427777777778,-3.34472222222222
Airfield,Donington Park Helipad (A),X3DP,0,52.8308333333333,-1.37638888888889
Airfield,Donna Nook (A),X4DN,1940,53.4641666666667,0.150833333333333
Airfield,Dornoch (A),X6DR,0,57.8722222222222,-4.02638888888889
Airfield,Dotterel (A),X0DT,1932,54.1558333333333,-0.263055555555556
Airfield,Douglas (A),X0DO,0,54.1688888888889,-4.47333333333333
Airfield,Dounreay (A),X8DY,1945,58.5794444444444,-3.73277777777778
Airfield,Dover (C),X0DV,1913,51.1166666666667,1.33333333333333
Airfield,Dover (C),X0DS,1914,51.1333333333333,1.33333333333333
Airfield,Dover (C),X0DM,1914,51.1166666666667,1.33333333333333
Airfield,Dowland (A),X9DW,0,50.8780555555556,-4.03444444444444
Airfield,Down Ampney (A),X2DA,1944,51.6672222222222,-1.84083333333333
Airfield,Down Farm (C),X1DF,0,51.5833333333333,-2.25
Airfield,Downham Market (A),X3DO,1942,52.61,0.405277777777778
Airfield,Drayton St Leonard (A),X2DR,0,51.6644444444444,-1.12611111111111
Airfield,Drem (A),X6DM,1917,56.0188888888889,-2.79916666666667
Airfield,Driffield (A),X4DR,1916,53.9941666666667,-0.483611111111111
Airfield,Droitwich (A),X9DR,0,52.2886111111111,-2.13472222222222
Airfield,Drumshade (A),X6DS,0,56.6441666666667,-3.02666666666667
Airfield,Dumfries (A),X6DF,1940,55.0936111111111,-3.57166666666667
Airfield,Dundee (A),EGPN,1941,56.4525,-3.02583333333333
Airfield,Dundee (C),X0DN,0,56.4666666666667,-2.93333333333333
Airfield,Dundonald (A),X6DD,1940,55.5819444444444,-4.61388888888889
Airfield,Dunholme Lodge (A),X4DL,1943,53.2925,-0.503888888888889
Airfield,Dunino (A),X6DU,1941,56.2933333333333,-2.70611111111111
Airfield,Dunkeswell (A),EGTU,1943,50.86,-3.23472222222222
Airfield,Dunkeswicke (C),X0DK,0,53.9166666666667,-1.53333333333333
Airfield,Dunnyvadden (B),X8DV,0,54.8419444444444,-6.20555555555556
Airfield,Dunsfold (A),EGTD,1942,51.1175,-0.534722222222222
Airfield,Dunsley (A),X0DU,1932,54.4930555555556,-0.665
Airfield,Dunstable Downs (A),X2DU,0,51.8683333333333,-0.546666666666667
Airfield,Dunster (A),X0DC,0,51.1905555555556,-3.42972222222222
Airfield,Durham Tees Valley (A),EGNV,1941,54.5091666666667,-1.42944444444444
Airfield,Duxford (A),EGSU,1919,52.0908333333333,0.131944444444444
Airfield,Eaglescott (A),EGHU,0,50.9286111111111,-3.98888888888889
Airfield,Earl's Barton (C),X2EB,0,52.2666666666667,-0.716666666666667
Airfield,Earls Colne (A),EGSR,1943,51.9141666666667,0.6825
Airfield,Earl's Farm Down (B),X0EF,0,51.1725,-1.74166666666667
Airfield,Earnley (C),X0EA,0,50.7666666666667,-0.85
Airfield,Earsham (C),X0ER,0,52.45,1.41666666666667
Airfield,Easington (C),X0ES,0,55.6,-1.8
Airfield,East Fortune (A),X6EF,1916,56.0002777777778,-2.71694444444444
Airfield,East Haven (A),X6EH,1943,56.5283333333333,-2.65638888888889
Airfield,East Heslerton (A),X9EH,0,54.1952777777778,-0.57
Airfield,East Kirkby (A),X4EK,1943,53.1363888888889,0.005
Airfield,East Manton (C),X0ZC,0,51.55,-1.35
Airfield,East Moor (A),X5EM,1942,54.0658333333333,-1.08527777777778
Airfield,East Retford (A),X0ET,1917,53.3213888888889,-0.998055555555556
Airfield,East Winch (A),X3EW,0,52.7238888888889,0.524444444444444
Airfield,East Wretham (A),X3ER,1940,52.4705555555556,0.805
Airfield,Eastbach (A),X7EB,0,51.8386111111111,-2.59138888888889
Airfield,Eastchurch (A),X9EC,0,51.4030555555556,0.846944444444444
Airfield,Eastchurch (A),X2EH,1909,51.3922222222222,0.858333333333333
Airfield,Easterton (A),X6ET,1991,57.5863888888889,-3.31138888888889
Airfield,Easton Maudit (A),X3EM,0,52.2136111111111,-0.701666666666667
Airfield,Ecclesfield (C),X0ED,0,53.4333333333333,-1.45
Airfield,Eday (A),EGED,0,59.1919444444444,-2.77055555555556
Airfield,Eddsfield (A),X9ED,0,54.1111111111111,-0.462222222222222
Airfield,Edge Hill (A),X3EH,1941,52.0852777777778,-1.47444444444444
Airfield,Edinburgh (A),EGPH,1916,55.95,-3.3725
Airfield,Edzell (A),X6EZ,1918,56.8119444444444,-2.605
Airfield,Edzell (A),X0EZ,1932,56.8075,-2.66138888888889
Airfield,Eggesford (A),X2EG,0,50.8669444444444,-3.86305555555556
Airfield,Elgin (A),X6EG,1940,57.6269444444444,-3.34111111111111
Airfield,Elgin (B),X0EI,1920,57.66,-3.29916666666667
Airfield,Elmsett (A),EGST,0,52.0755555555556,0.978055555555555
Airfield,Elmswell (B),X0EL,0,52.2416666666667,0.905555555555556
Airfield,Elsham Wolds (A),X4EW,0,53.6077777777778,-0.4275
Airfield,Elstree (A),EGTR,0,51.6558333333333,-0.325833333333333
Airfield,Elvington (A),X4EV,1942,53.9233333333333,-0.991388888888889
Airfield,Ely (A),X0EY,1932,52.4091666666667,0.249722222222222
Airfield,Emsworth (C),X0EM,0,50.85,-0.916666666666667
Airfield,Enniskillen (A),EGAB,1941,54.3988888888889,-7.65166666666667
Airfield,Enstone (A),EGTN,1942,51.9294444444444,-1.43194444444444
Airfield,Erith (A),++++,0,51.4827777777778,0.170555555555556
Airfield,Errol (A),X6EL,1942,56.405,-3.18194444444444
Airfield,Eshott (A),X5ES,1942,55.2816666666667,-1.71083333333333
Airfield,Ettington (A),X3ET,0,52.1494444444444,-1.61722222222222
Airfield,Evanton (A),X6EV,1937,57.6661111111111,-4.30777777777778
Airfield,Everleigh (C),X1EV,0,51.3,-1.73333333333333
Airfield,Exeter (A),EGTE,1937,50.7341666666667,-3.41388888888889
Airfield,Exeter (B),X0EX,0,50.7091666666667,-3.52833333333333
Airfield,Exeter (B),X0EP,0,50.7416666666667,-3.475
Airfield,Eye (A),X3EE,1944,52.3330555555556,1.12638888888889
Airfield,Eyres Field (A),X2EF,0,50.7091666666667,-2.21944444444444
Airfield,Fadmoor (A),X5FD,0,54.3086111111111,-0.974444444444444
Airfield,Failsworth (A),++++,1914,53.5047222222222,-2.17027777777778
Airfield,Fair Isle (A),EGEF,0,59.5358333333333,-1.62805555555556
Airfield,Fairford (A),EGVA,1944,51.6836111111111,-1.79
Airfield,Fairlop (A),X2FP,1916,51.5936111111111,0.100555555555556
Airfield,Fairoaks (A),EGTF,1937,51.3480555555556,-0.558611111111111
Airfield,Faldingworth (A),X4FW,1943,53.3544444444444,-0.446388888888889
Airfield,Falgunzeon (B),X6FA,0,54.9438888888889,-3.74
Airfield,Falmouth (C),X2FL,1914,50.1666666666667,-5.06666666666667
Airfield,Fambridge (A),X2FM,1908,51.6308333333333,0.68
Airfield,Fanner's Farm (A),X9FA,0,51.7827777777778,0.430833333333333
Airfield,Farnborough (A),EGLF,1904,51.2758333333333,-0.776388888888889
Airfield,Farnham (C),++++,0,51.2186111111111,-0.787222222222222
Airfield,Farningham (C),X0FM,1915,51.4,0.233333333333333
Airfield,Farsley (C),X0FA,1916,53.8166666666667,-1.68333333333333
Airfield,Farthing Corner (A),EGMF,0,51.3322222222222,0.599722222222222
Airfield,Fearn (A),X6FE,1941,57.7577777777778,-3.94833333333333
Airfield,Felixkirk (A),X5FX,0,54.2519444444444,-1.29472222222222
Airfield,Felixstowe (C),X3FX,1916,51.9447222222222,1.31833333333333
Airfield,Felthorpe (A),X3FT,0,52.7061111111111,1.19472222222222
Airfield,Feltwell (A),X3FW,0,52.4783333333333,0.520833333333333
Airfield,Fenland (A),EGCL,0,52.7394444444444,-0.03
Airfield,Fersfield (A),X3FF,1944,52.425,1.05722222222222
Airfield,Feshiebridge (A),X6FS,0,57.1027777777778,-3.89083333333333
Airfield,Fetlar (A),X6FT,0,60.6036111111111,-0.8725
Airfield,Fetterangus (A),X6FN,1991,57.5605555555556,-2.03027777777778
Airfield,Fife (A),EGPJ,0,56.1833333333333,-3.22027777777778
Airfield,Filton (A),EGTG,1910,51.5194444444444,-2.59083333333333
Airfield,Findo Gask (A),X6FG,1941,56.3747222222222,-3.60916666666667
Airfield,Finmere (A),X2FN,1941,51.9852777777778,-1.05638888888889
Airfield,Finningley Village (A),X4FY,0,53.5116666666667,-0.939444444444444
Airfield,Firbeck (A),X4FB,1940,53.3905555555556,-1.16388888888889
Airfield,Firs Farm (A),X9FF,0,51.4719444444444,-1.36361111111111
Airfield,Fishburn (A),X5FB,0,54.6866666666667,-1.45861111111111
Airfield,Fishguard (B),X0FG,0,52,-4.98333333333333
Airfield,Fiskerton (A),X4FK,1943,53.2427777777778,-0.431944444444444
Airfield,Fleetlands (A),X9FL,0,50.835,-1.16861111111111
Airfield,Flotta (A),X6FL,0,58.8261111111111,-3.14361111111111
Airfield,Folkingham (A),X3FM,1944,52.8580555555556,-0.443888888888889
Airfield,Folkstone (B),X2FK,0,51.1527777777778,1.09166666666667
Airfield,Ford (A),X2FD,1918,50.8161111111111,-0.5925
Airfield,Fordoun (A),X6FD,1942,56.885,-2.40916666666667
Airfield,Forest Farm (B),X3FO,0,52.67,-3.01611111111111
Airfield,Forfar (B),X0FO,1920,56.66,-2.89805555555556
Airfield,Forres (A),X6FO,1940,57.5994444444444,-3.6425
Airfield,Foula (B),X6FU,0,60.1216666666667,-2.0525
Airfield,Foulsham (A),X3FO,1942,52.7994444444444,1.00888888888889
Airfield,Four Lanes Farm (B),X9FM,0,50.1975,-5.23416666666667
Airfield,Fowlmere (A),EGMA,0,52.0772222222222,0.0611111111111111
Airfield,Framlingham (A),X3FR,1943,52.1963888888889,1.40777777777778
Airfield,Franklyns Field (A),X2FF,0,51.2558333333333,-2.57527777777778
Airfield,Fraserburgh (A),X6FR,1941,57.6694444444444,-1.93472222222222
Airfield,Freethorpe (C),X0FT,0,52.6,1.56666666666667
Airfield,Freiston (C),X0FR,1917,52.95,0.0666666666666667
Airfield,Freshfield (A),X0FF,1911,53.5655555555556,-3.09972222222222
Airfield,Frinstead (C),X0FS,0,51.2833333333333,0.716666666666667
Airfield,Friston (A),X2FR,1940,50.7625,0.174166666666667
Airfield,Frome (A),X0FE,0,51.2488888888889,-2.28861111111111
Airfield,Frost Hill Farm (B),X1FH,0,51.2775,-1.26833333333333
Airfield,Fulbeck (A),X4FU,1940,53.0483333333333,-0.660833333333333
Airfield,Full Sutton (A),EGNU,1944,53.9805555555556,-0.864444444444444
Airfield,Funtingdon (A),X2FU,1943,50.8708333333333,-0.88
Airfield,Fyfield (C),X0FY,1914,51.7333333333333,0.233333333333333
Airfield,Gailes (B),X6GA,0,55.5833333333333,-4.65
Airfield,Ganavan Sands (B),X6GV,0,56.4388888888889,-5.47222222222222
Airfield,Garforth (A),X4GH,0,53.7933333333333,-1.35638888888889
Airfield,Garston Farm (A),X2GF,0,51.4605555555556,-2.30166666666667
Airfield,Garton Field (A),X4GT,0,53.7966666666667,-0.0913888888888889
Airfield,Gaydon (A),X3GY,1942,52.18,-1.49777777777778
Airfield,Gerpins Farm (A),X2GE,0,51.5313888888889,0.231111111111111
Airfield,Gifford (C),X0GF,0,55.9166666666667,-2.71666666666667
Airfield,Gigha (A),X6GI,0,55.655,-5.755
Airfield,Gilling (C),X0GL,0,54.1833333333333,-1.05
Airfield,Gillrudding Grange (A),X4GL,0,53.8936111111111,-1.06944444444444
Airfield,Gilmerton (C),X0GM,0,55.9,-3.13333333333333
Airfield,Glasgow (A),EGPF,1932,55.8719444444444,-4.43305555555556
Airfield,Glasgow (A),X6GR,1915,55.8641666666667,-4.38388888888889
Airfield,Glasgow (A),X0RK,1915,55.8763888888889,-4.39388888888889
Airfield,Glasgow City Heliport (A),EGEG,0,55.8616666666667,-4.29694444444444
Airfield,Gleneagles (A),X0GE,0,56.2897222222222,-3.73277777777778
Airfield,Glenforsa (B),X6MU,0,56.5175,-5.91416666666667
Airfield,Glenormiston Estate (A),X6GE,0,55.6219444444444,-3.08777777777778
Airfield,Gloucester (A),++++,0,51.9002777777778,-2.09972222222222
Airfield,Gloucestershire (A),EGBJ,1936,51.8941666666667,-2.16722222222222
Airfield,Godmersham Park (A),X0GO,0,51.2163888888889,0.933333333333333
Airfield,Goldhanger (A),X0GD,1916,51.7394444444444,0.740833333333333
Airfield,Goldington (B),X0GN,0,52.15,-0.433333333333333
Airfield,Gooderstone (A),X2GN,0,52.6030555555556,0.618333333333333
Airfield,Gooderstone Warren (C),X0GW,0,52.5833333333333,0.633333333333333
Airfield,Goodwood Racecourse (A),EGKG,0,50.9005555555556,-0.739722222222222
Airfield,Gorrel Farm (A),X9GF,0,50.9436111111111,-4.38638888888889
Airfield,Gortin (C),X0GR,0,54.7166666666667,-7.23333333333333
Airfield,Gosberton (C),X0GB,0,52.85,-0.266666666666667
Airfield,Gosfield (A),X2GO,1943,51.9511111111111,0.583888888888889
Airfield,Gosport (A),X2GP,1914,50.8055555555556,-1.16694444444444
Airfield,Goxhill (A),X4GX,1941,53.6772222222222,-0.315277777777778
Airfield,Grafton Underwood (A),X3GU,1942,52.4213888888889,-0.645833333333333
Airfield,Grangemouth (A),X6GM,1939,56.0080555555556,-3.70388888888889
Airfield,Grangewood (A),X9GW,0,52.7325,-1.5825
Airfield,Gransden Lodge (A),X3GL,1942,52.1794444444444,-0.115
Airfield,Gransha Asylum (B),X0GA,0,55.0144444444444,-7.28055555555556
Airfield,Grassthorpe Grange (A),X4GG,0,53.1947222222222,-0.809444444444445
Airfield,Graveley (A),X3GR,1942,52.2619444444444,-0.186388888888889
Airfield,Gravesend (A),X2GV,1932,51.4183333333333,0.387222222222222
Airfield,Grayrigg (A),X5GR,0,54.3794444444444,-2.63888888888889
Airfield,Great Ashfield (A),X3GA,1943,52.2575,0.936944444444444
Airfield,Great Dunmow (A),X2GD,1943,51.8844444444444,0.311388888888889
Airfield,Great Limber (A),X9GL,0,53.5627777777778,-0.267222222222222
Airfield,Great Massingham (A),X3GM,1940,52.78,0.679722222222222
Airfield,Great Ness (A),X9GN,0,52.7616666666667,-2.88638888888889
Airfield,Great Oakley (A),X9GO,0,51.9122222222222,1.18361111111111
Airfield,Great Orton (A),X5GO,1943,54.8736111111111,-3.07611111111111
Airfield,Great Sampford (A),X2GS,1942,51.9902777777778,0.351666666666667
Airfield,Great Shefford (B),X2GT,0,51.4566666666667,-1.48416666666667
Airfield,Great Yarmouth (A),EGSD,0,52.635,1.72333333333333
Airfield,Great Yarmouth (A),X2GY,1932,52.5636111111111,1.70111111111111
Airfield,Great Yarmouth (A),X0YA,1916,52.6327777777778,1.73805555555556
Airfield,Great Yarmouth (B),X0SD,1916,52.5833333333333,1.73333333333333
Airfield,Green Farm (A),X3GF,0,52.1611111111111,-1.5475
Airfield,Greencastle (A),X8GC,1942,54.0383333333333,-6.03555555555556
Airfield,Greenham Common (A),X2GC,1942,51.3788888888889,-1.28083333333333
Airfield,Greenland Top (C),X0GT,0,53.5833333333333,-0.216666666666667
Airfield,Greenlands (A),X7GR,0,53.2755555555556,-3.33666666666667
Airfield,Greenock (A),X6GO,0,55.9505555555556,-4.75666666666667
Airfield,Greenock (A),X6GN,1938,55.9594444444444,-4.8
Airfield,Grimista (B),X0GS,0,60.1666666666667,-1.15
Airfield,Grimsby (A),X4GB,0,53.4872222222222,-0.219166666666667
Airfield,Grimsby (A),X4GM,1941,53.5030555555556,-0.0713888888888889
Airfield,Grimsby (B),X4GR,0,53.4736111111111,-0.0275
Airfield,Grimsthorpe Park (C),X0GP,0,52.7833333333333,-0.5
Airfield,Grove (A),X2GR,1942,51.6058333333333,-1.43833333333333
Airfield,Grove Park (A),X3GO,0,53.3116666666667,-0.899166666666667
Airfield,Guernsey (A),EGJB,1923,49.435,-2.60194444444444
Airfield,Gunton Park (A),X3GP,0,52.8544444444444,1.32305555555556
Airfield,Hadleigh (C),X0HD,0,52.0333333333333,1.01666666666667
Airfield,Hafotty Bennett (B),X9HB,0,53.2083333333333,-3.74861111111111
Airfield,Haldon (A),X2HD,1929,50.5775,-3.53222222222222
Airfield,Halesland (A),X2HL,0,51.2622222222222,-2.73222222222222
Airfield,Halesworth (A),X3HW,1942,52.3641666666667,1.53
Airfield,Halfpenny House Moor (C),X0HF,0,54.3666666666667,-1.8
Airfield,Hall Caine (A),X9HC,1934,54.3366666666667,-4.43777777777778
Airfield,Halton (A),EGWN,1917,51.7911111111111,-0.736388888888889
Airfield,Halwell (A),X1HA,0,50.3652777777778,-3.7075
Airfield,Hamble (A),X2HM,1924,50.8672222222222,-1.32277777777778
Airfield,Hamble (A),X2AQ,1916,50.8588888888889,-1.32861111111111
Airfield,Hamilton Farm (B),X9HF,0,51.1005555555556,0.889166666666667
Airfield,Hammerwood Park (A),X1HP,1943,51.1344444444444,0.0602777777777778
Airfield,Hampsted Norris (A),X2HA,1940,51.4944444444444,-1.20944444444444
Airfield,Hamworthy Junction (A),X1HJ,1940,50.7077777777778,-1.99527777777778
Airfield,Hanley (A),X3HN,0,52.2988888888889,-2.46944444444444
Airfield,Hanworth (B),X2HW,1918,51.4372222222222,-0.397777777777778
Airfield,Hardwick (A),X3HD,1942,52.4672222222222,1.31111111111111
Airfield,Hardwick Park (A),X3HP,0,53.1716666666667,-1.30194444444444
Airfield,Hardwicke (A),X3HI,0,52.085,-3.0625
Airfield,Harlaxton (A),X3HL,0,52.8811111111111,-0.648333333333333
Airfield,Harling Road (A),X0HL,1916,52.4483333333333,0.909166666666667
Airfield,Harpsden Park (A),X9HP,0,51.5208333333333,-0.897777777777778
Airfield,Harrietsham (C),X0HI,0,51.25,0.683333333333333
Airfield,Harrington (A),X3HA,1943,52.3927777777778,-0.8625
Airfield,Harrowbeer (A),X2HB,1941,50.4908333333333,-4.09416666666667
Airfield,Harty (C),X0HR,0,51.3666666666667,0.9
Airfield,Harwell (A),X2HX,0,51.5744444444444,-1.31194444444444
Airfield,Harwich (C),X0HA,0,51.95,1.26666666666667
Airfield,Harwick (X),X0HK,0,0,0
Airfield,Hastings (C),X1HG,0,50.85,0.516666666666667
Airfield,Hatfield (A),X3HZ,1930,51.765,-0.253611111111111
Airfield,Hatherley (A),X0HV,0,51.8980555555556,-2.17527777777778
Airfield,Hatston (B),X6HT,1939,58.9938888888889,-2.97833333333333
Airfield,Hatton (A),X6HA,0,57.4066666666667,-1.91138888888889
Airfield,Haverfordwest (A),EGFE,1943,51.8330555555556,-4.96111111111111
Airfield,Haverfordwest (A),X0VW,0,51.7963888888889,-4.99527777777778
Airfield,Hawarden (A),EGNR,1939,53.1780555555556,-2.97777777777778
Airfield,Hawkinge (A),X2HG,1915,51.1102777777778,1.15805555555556
Airfield,Haxey (A),X4HX,0,53.4922222222222,-0.814722222222222
Airfield,Hayes (B),X2HY,1916,51.5066666666667,-0.440277777777778
Airfield,Hayle (A),X0HZ,0,50.1997222222222,-5.37027777777778
Airfield,Hayling Island (C),X0HX,0,50.8333333333333,-0.983333333333333
Airfield,Haywood (A),X9HW,0,52.0258333333333,-2.7625
Airfield,Headcorn (A),X2HC,1943,51.1825,0.689722222222222
Airfield,Heaton Chapel (A),++++,1917,53.4327777777778,-2.18805555555556
Airfield,Helensburgh (B),X6HB,0,56.0183333333333,-4.78416666666667
Airfield,Hell's Mouth (B),X7HM,1937,52.8125,-4.55055555555556
Airfield,Helperby (C),X0HP,1916,54.1333333333333,-1.31666666666667
Airfield,Hemswell (A),X4HW,0,53.4058333333333,-0.586388888888889
Airfield,Hendon (A),X2HF,1910,51.6019444444444,-0.246944444444444
Airfield,Hengistbury  (A),X0SD,1910,50.7247222222222,-1.78972222222222
Airfield,Henley (A),X2HE,1940,51.5333333333333,-0.857222222222222
Airfield,Henlow (A),EGWE,1918,52.0194444444444,-0.301666666666667
Airfield,Henscott Farm (B),X9HE,0,50.8508333333333,-4.24722222222222
Airfield,Henstridge (A),EGHS,1943,50.985,-2.35722222222222
Airfield,Hereford (A),X0HQ,0,52.0711111111111,-2.77
Airfield,Hereford (C),X2HJ,0,52.0666666666667,-2.73333333333333
Airfield,Hermitage (A),X2HR,0,50.8663888888889,-2.48638888888889
Airfield,Heronfield (C),X2HQ,0,52.3666666666667,-1.71666666666667
Airfield,Heston (A),X2HS,1929,51.4894444444444,-0.3925
Airfield,Hethel (A),X2ET,1942,52.5627777777778,1.17333333333333
Airfield,Hethersett (C),X3HT,0,52.6,1.16666666666667
Airfield,Heysham (A),X4HY,0,54.0380555555556,-2.90944444444444
Airfield,Hibaldstow (A),X4HB,1941,53.4961111111111,-0.518333333333333
Airfield,Hickling Broad (C),X0HB,0,52.7333333333333,1.56666666666667
Airfield,High Easter (A),X2HI,0,51.8061111111111,0.341111111111111
Airfield,High Ercall (A),X3HE,1941,52.7625,-2.58194444444444
Airfield,High Haldon (A),X2HH,1943,51.1211111111111,0.703333333333333
Airfield,High Post (A),X2HP,1931,51.1305555555556,-1.78972222222222
Airfield,Hingham (C),X0HG,0,52.5833333333333,0.966666666666667
Airfield,Hinstock (A),X3HK,1941,52.8330555555556,-2.5075
