Featurecla.C.11,Name.C.128,Code.C.4,StartDate.d.1,Latitude.d.1,Longitude.d.1
Airfield,Hinton in the Hedges (A),X3HH,1940,52.0291666666667,-1.20805555555556
Airfield,Hippenscombe (C),X0HC,0,51.3,-1.55
Airfield,Hitchin (A),X2RG,0,51.9041666666667,-0.248333333333333
Airfield,Hitchin (A),X0HJ,0,51.9586111111111,-0.275555555555556
Airfield,Hixon (A),X3HX,1942,52.8363888888889,-2.00944444444444
Airfield,Hoar Cross (A),X3XH,1940,52.7944444444444,-1.82305555555556
Airfield,Hockley Heath (A),X3HC,1941,52.3608333333333,-1.78944444444444
Airfield,Hodnet (A),X2HT,1941,52.8408333333333,-2.57444444444444
Airfield,Holly Meadow (A),X9HM,0,53.005,-1.65694444444444
Airfield,Hollym (A),X5HL,0,53.7155555555556,0.0497222222222222
Airfield,Holme Green (A),X9HG,0,52.0719444444444,-0.250833333333333
Airfield,Holme on Spalding Moor (A),X4HR,1941,53.8066666666667,-0.745833333333333
Airfield,Holmsley South (A),X2HO,1942,50.7894444444444,-1.70138888888889
Airfield,Holt (C),X0HO,1916,52.9166666666667,1.08333333333333
Airfield,Holyhead (B),X7HD,0,53.3175,-4.64222222222222
Airfield,Holyhead Heliport (A),EGCH,0,53.2988888888889,-4.61694444444444
Airfield,Home Farm (A),X3HF,0,52.1077777777778,-1.71944444444444
Airfield,Honeybourne (A),X3HB,1941,52.0822222222222,-1.83888888888889
Airfield,Honiley (A),X3HY,1941,52.3566666666667,-1.66472222222222
Airfield,Honington (A),EGXH,1937,52.3427777777778,0.773055555555555
Airfield,Hook (A),X2HK,0,51.2752777777778,-0.943333333333333
Airfield,Hooton Park (A),X4HP,1917,53.3011111111111,-2.93333333333333
Airfield,Horethorn (X),X0ZE,0,0,0
Airfield,Horham (A),X3HR,1942,52.3113888888889,1.23166666666667
Airfield,Hornby Hall (A),X5HH,1941,54.6594444444444,-2.66777777777778
Airfield,Hornchurch (A),X2HN,1915,51.5383333333333,0.208055555555556
Airfield,Horne (A),X2HV,1944,51.1730555555556,-0.0861111111111111
Airfield,Hornsea Mere (C),X0HM,1914,53.9166666666667,-0.183333333333333
Airfield,Horsegate (C),X0HE,1917,54.9333333333333,-1.8
Airfield,Horseheath (C),X0HH,0,52.1,0.35
Airfield,Horsford (A),X4HF,0,52.7122222222222,1.2475
Airfield,Horton Kirby (C),X0DF,0,51.4,0.266666666666667
Airfield,Hougham (A),X4HO,0,53.0063888888889,-0.690277777777778
Airfield,Hounslow (B),X0HS,1914,51.4555555555556,-0.385277777777778
Airfield,Houten Bay (C),X0HU,0,58.9166666666667,-3.18333333333333
Airfield,Howden (B),X0HW,1916,53.7866666666667,-0.8625
Airfield,Hoy (A),X6HY,0,58.7886111111111,-3.22111111111111
Airfield,Hucknall (A),EGNA,1916,53.0144444444444,-1.21833333333333
Airfield,Huddersfield (A),X4HD,0,53.6213888888889,-1.83055555555556
Airfield,Huggate Wold (B),X3HG,1943,54.0002777777778,-0.685
Airfield,Hull (A),X4MA,0,53.7722222222222,-0.575555555555555
Airfield,Hull (A),X4HU,0,53.8061111111111,-0.191666666666667
Airfield,Hull (A),X4HL,0,53.7930555555556,-0.167777777777778
Airfield,Hull (A),X4HA,0,53.7063888888889,-0.181944444444444
Airfield,Hull (B),X0HN,1912,53.7466666666667,-0.209444444444444
Airfield,Hull (C),X0UL,0,53.7833333333333,-0.183333333333333
Airfield,Hullavington (A),X2HZ,1937,51.5297222222222,-2.13722222222222
Airfield,Humberside (A),EGNJ,1942,53.5744444444444,-0.350833333333333
Airfield,Hunsdon (A),X2HU,1941,51.8052777777778,0.0677777777777778
Airfield,Huntly (B),X0HY,1922,57.4522222222222,-2.74305555555556
Airfield,Husbands Bosworth (A),X3HU,1943,52.4369444444444,-1.04472222222222
Airfield,Hutton Cranswick (A),X4HC,1942,53.9469444444444,-0.459444444444444
Airfield,Hutton in the Forest (C),X5HF,1941,54.7166666666667,-2.81666666666667
Airfield,Huyton Hill (A),X0IH,0,53.4141666666667,-2.83027777777778
Airfield,Hythe (B),X2VH,1915,50.8683333333333,-1.39222222222222
Airfield,Hythe (B),X0HT,0,51.0597222222222,1.05444444444444
Airfield,Ibsley (A),X2IB,1941,50.8772222222222,-1.78277777777778
Airfield,Ilfracombe (A),X0IF,0,51.1677777777778,-4.08416666666667
Airfield,Immingham (C),X0IM,0,53.6166666666667,-0.216666666666667
Airfield,Ince (A),X4IN,0,53.5355555555556,-3.03
Airfield,Inchinnan (A),X0IN,1916,55.8833333333333,-4.43722222222222
Airfield,Insch (B),X6IN,0,57.3102777777778,-2.645
Airfield,Inskip (A),X4IP,1943,53.8255555555556,-2.83388888888889
Airfield,Inverness (A),EGPE,1941,57.5422222222222,-4.04805555555556
Airfield,Inverness (A),X6IV,1933,57.4872222222222,-4.21555555555556
Airfield,Inverurie (B),X0IV,1922,57.2963888888889,-2.39111111111111
Airfield,Ipswich  (A),X3IP,1930,52.0288888888889,1.1975
Airfield,Islay (A),EGPI,1940,55.6819444444444,-6.25666666666667
Airfield,Isle of Grain (C),X0IG,1912,51.4333333333333,0.716666666666667
Airfield,Isle of Man (A),EGNS,1929,54.0833333333333,-4.62388888888889
Airfield,Isle of Skye (A),X6BR,0,57.2530555555556,-5.82777777777778
Airfield,Isle of Skye (C),X0IS,0,57.2,-6.28333333333333
Airfield,Isle of Wight (A),EGHN,0,50.6530555555556,-1.18222222222222
Airfield,Jackrells Farm (A),X2JF,0,51.0325,-0.330277777777778
Airfield,Jenkins Farm (A),X2JE,0,51.6397222222222,0.203888888888889
Airfield,Jericho Farm (A),X4JF,0,53.0102777777778,-1.0575
Airfield,Jersey (A),EGJJ,1937,49.2080555555556,-2.19555555555556
Airfield,Joyce Green (C),X0JG,1911,51.4666666666667,0.216666666666667
Airfield,Jubilee Farm (A),X3JF,0,52.6311111111111,0.0644444444444444
Airfield,Jura (B),X9JR,0,55.8727777777778,-5.92083333333333
Airfield,Jurby (A),X9JU,1939,54.355,-4.51861111111111
Airfield,Kayshill (B),X5KH,0,55.4833333333333,-4.45
Airfield,Keevil (A),X2KV,1942,51.3138888888889,-2.11194444444444
Airfield,Kelmscott (A),X2KC,1942,51.7047222222222,-1.63111111111111
Airfield,Kelstern (A),X4KE,1916,53.4108333333333,-0.100833333333333
Airfield,Kemble (A),EGBP,1938,51.6677777777778,-2.05694444444444
Airfield,Kempston (A),X1KP,0,52.0988888888889,-0.504444444444444
Airfield,Kenley (A),X2KY,1917,51.3055555555556,-0.0936111111111111
Airfield,Kete (A),X7KE,1944,51.6919444444444,-5.1825
Airfield,Kettleness (C),X0KN,0,54.5333333333333,-0.716666666666667
Airfield,Keyston (A),X3KY,0,52.3672222222222,-0.478333333333333
Airfield,Kidbrooke (A),X0KB,0,51.4647222222222,0.0261111111111111
Airfield,Kiddington (A),X2KG,1940,51.9027777777778,-1.35888888888889
Airfield,Kilconquhar (C),X0KL,0,56.2,-2.83333333333333
Airfield,Kilkerran (A),X9KL,0,55.2991666666667,-4.67388888888889
Airfield,Killadeas (A),X8KL,1941,54.4286111111111,-7.68444444444444
Airfield,Killingholme (B),X0KG,0,53.6683333333333,-0.2375
Airfield,Kimbolton (A),X3KB,1941,52.3166666666667,-0.380833333333333
Airfield,Kineton (A),X0KT,0,52.1622222222222,-1.49694444444444
Airfield,Kingfishers Bridge (A),X3KG,0,52.3305555555556,0.268055555555556
Airfield,Kings Lynn (A),X3KL,0,52.7038888888889,0.313333333333333
Airfield,Kingscliffe (A),X3KC,1941,52.5691666666667,-0.485555555555556
Airfield,Kingsmuir (A),X6KM,0,56.2688888888889,-2.75083333333333
Airfield,Kingsnorth (A),X2KN,1940,51.1063888888889,0.888888888888889
Airfield,Kingsnorth (C),X2KS,1916,51.4252777777778,0.588333333333333
Airfield,Kingston Bagpuize (A),X2KB,1942,51.6725,-1.4075
Airfield,Kingston Deverill (A),X2KD,0,51.1283333333333,-2.24583333333333
Airfield,Kingston on Thames (A),++++,0,51.4136111111111,-0.3
Airfield,Kinloss (A),EGQK,1939,57.6494444444444,-3.56055555555556
Airfield,Kinnell (A),X6KI,1942,56.6516666666667,-2.63805555555556
Airfield,Kintore (A),X6KN,1935,57.2466666666667,-2.35972222222222
Airfield,Kirdford (A),X2KF,0,51.0411111111111,-0.560555555555556
Airfield,Kirkandrews (C),X6KA,0,55.05,-3.01666666666667
Airfield,Kirkbride (A),X5KB,1939,54.8822222222222,-3.20555555555556
Airfield,Kirkby Mallory (C),X2KM,0,52.6166666666667,-1.31666666666667
Airfield,Kirkbymoorside (A),X5KM,1934,54.2505555555556,-0.941666666666667
Airfield,Kirkchrist (A),X9KR,0,54.9013888888889,-4.55277777777778
Airfield,Kirkholm (A),X8KK,0,54.9530555555556,-5.06805555555556
Airfield,Kirkistown (A),X8KT,1941,54.4552777777778,-5.46694444444444
Airfield,Kirkleatham (C),X0KM,0,54.5902777777778,-1.08777777777778
Airfield,Kirknewton (A),X6KT,1941,55.8755555555556,-3.40111111111111
Airfield,Kirkpatrick (A),X6KP,1940,55.0202777777778,-3.17388888888889
Airfield,Kirkton (A),X8KN,1941,57.9563888888889,-4.03083333333333
Airfield,Kirkudbright (B),X6KK,0,54.8341666666667,-4.15055555555556
Airfield,Kirkwall (A),EGPA,1940,58.9577777777778,-2.905
Airfield,Kirkwall (C),X0KW,0,58.9666666666667,-2.95
Airfield,Kirton in Lindsey (A),X4KL,1916,53.4619444444444,-0.576111111111111
Airfield,Knavesmire (A),X0KV,1912,53.9375,-1.09694444444444
Airfield,Knettishall (A),X3KN,1943,52.3769444444444,0.887222222222222
Airfield,Knockbain Farm (B),X6KF,0,57.5894444444444,-4.46666666666667
Airfield,Knockin (A),X3OS,0,52.8044444444444,-2.99027777777778
Airfield,Knowsley Park (A),X3KP,1941,53.4322222222222,-2.83194444444444
Airfield,Lacey Green (A),X1LG,1940,51.6925,-0.801388888888889
Airfield,Laddingford (A),X2LF,0,51.1908333333333,0.4125
Airfield,Laindon (A),X2LA,0,51.5936111111111,0.444444444444444
Airfield,Laira (A),X0LA,0,50.3763888888889,-4.09611111111111
Airfield,Lake Down (C),X0LK,0,51.15,-1.98333333333333
Airfield,Lakenheath (A),EGUL,1941,52.4091666666667,0.561111111111111
Airfield,Lamb Holm (B),X6LH,0,58.8863888888889,-2.89333333333333
Airfield,Lamberhurst (A),X2LS,0,51.1091666666667,0.418611111111111
Airfield,Lambert Arms (A),X0LM,1932,51.6727777777778,-0.961944444444444
Airfield,Lanark (C),X6LR,1910,55.6666666666667,-3.73333333333333
Airfield,Lancaster (A),X0LJ,1932,54.0597222222222,-2.82916666666667
Airfield,Lands End (A),EGHC,0,50.1027777777778,-5.67055555555556
Airfield,Lane Farm (A),X7LF,0,52.1155555555556,-3.19611111111111
Airfield,Langar (A),X3LR,1941,52.8927777777778,-0.901388888888889
Airfield,Langford Lodge (A),EGAL,1942,54.6222222222222,-6.3
Airfield,Langham (A),X3LG,1940,52.9383333333333,0.956388888888889
Airfield,Langley (B),X2LG,1938,51.5041666666667,-0.523888888888889
Airfield,Largs Channel (A),X6LC,0,55.8,-4.87111111111111
Airfield,Lark Engine Farmhouse (B),X3LE,0,52.4286111111111,0.403611111111111
Airfield,Larkhill (A),X0LH,1910,51.1908333333333,-1.79805555555556
Airfield,Larks Barrow (C),X1LB,0,51.2166666666667,-1.33333333333333
Airfield,Larne (A),X0IL,1917,54.7666666666667,-5.71805555555556
Airfield,Lasham (A),EGHL,1942,51.1875,-1.03166666666667
Airfield,Lashenden  (A),EGKH,1943,51.1566666666667,0.641666666666667
Airfield,Lavenham (A),X3LV,1943,52.1366666666667,0.7675
Airfield,Lawrenny Ferry  (B),X7LW,0,51.7172222222222,-4.88111111111111
Airfield,Leadenham (C),X0LE,1916,53.05,-0.566666666666667
Airfield,Leagrave (C),X0LG,0,51.8833333333333,-0.466666666666667
Airfield,Leamington Spa (A),X0LQ,1932,52.2483333333333,-1.5075
Airfield,Leanach (C),X6LE,1942,57.4833333333333,-4.03333333333333
Airfield,Leavesden  (A),X2LV,0,51.69,-0.418611111111111
Airfield,Leconfield (A),EGXV,1936,53.8775,-0.435555555555556
Airfield,Ledbury (A),X2LE,0,52.0019444444444,-2.47388888888889
Airfield,Lee on Solent (A),EGHF,1917,50.8152777777778,-1.20722222222222
Airfield,Lee on Solent (A),X2LZ,0,50.805,-1.21333333333333
Airfield,Leeds (B),X4LO,0,53.8380555555556,-1.49583333333333
Airfield,Leeds Bradford (A),EGNM,1931,53.8658333333333,-1.66055555555556
Airfield,Leeming (A),EGXE,1940,54.2925,-1.53527777777778
Airfield,Leeming Lane (A),X0MJ,1932,54.2916666666667,-1.54111111111111
Airfield,Leicester (A),EGBG,1943,52.6077777777778,-1.03194444444444
Airfield,Leicester (A),X3RB,0,52.7144444444444,-1.02805555555556
Airfield,Leicester (A),X3DS,1935,52.6113888888889,-1.29166666666667
Airfield,Leicester (B),X0YN,1920,52.5863888888889,-1.11277777777778
Airfield,Leicester (C),X2LC,0,52.7333333333333,-1.06666666666667
Airfield,Leighterton (A),X0LT,0,51.6319444444444,-2.25
Airfield,Leiston (A),X3SX,1943,52.2247222222222,1.5575
Airfield,Leith (C),X6LT,0,55.9811111111111,-3.1825
Airfield,Lennoxlove (A),X6LX,1937,55.9330555555556,-2.75222222222222
Airfield,Lerwick (A),EGET,0,60.1916666666667,-1.24361111111111
Airfield,Lerwick (A),X6LW,0,60.1588888888889,-1.14888888888889
Airfield,Leuchars (A),EGQL,1918,56.3744444444444,-2.86388888888889
Airfield,Lewknor (A),X9LW,0,51.6691666666667,-0.98
Airfield,Lewsey Farm (A),X0ZF,0,51.8958333333333,-0.491111111111111
Airfield,Leysdown (C),X0LY,1909,51.3833333333333,0.933333333333333
Airfield,Lichfield (A),X3LT,1940,52.7141666666667,-1.78277777777778
Airfield,Lilbourne (C),X0LI,0,52.3833333333333,-1.18333333333333
Airfield,Limavady (B),X8LV,1940,55.0747222222222,-6.94
Airfield,Lincoln (B),X0IC,1920,53.2277777777778,-0.5
Airfield,Lindholme (A),X4LH,1940,53.5522222222222,-0.967222222222222
Airfield,Linton on Ouse (A),EGXU,1937,54.0491666666667,-1.25333333333333
Airfield,Lisburn (C),X8LB,1943,54.5166666666667,-6.1
Airfield,Lisky (C),X0LX,0,54.7666666666667,-7.45
Airfield,Lissett (A),X5LS,1943,54.0058333333333,-0.270277777777778
Airfield,Little Chase Farm (A),X3LC,0,52.3575,-1.62083333333333
Airfield,Little Downham (C),X0LD,0,52.4333333333333,0.233333333333333
Airfield,Little Gransden (A),EGMJ,0,52.1663888888889,-0.153333333333333
Airfield,Little Horwood (A),X2LH,1942,51.9608333333333,-0.866944444444444
Airfield,Little Rissington (A),X2LR,1938,51.8666666666667,-1.69472222222222
Airfield,Little Shelford (A),X9LS,0,52.1316666666667,0.124722222222222
Airfield,Little Snoring (A),X3LS,1943,52.8619444444444,0.91
Airfield,Little Staughton (A),X3LL,1942,52.2427777777778,-0.364166666666667
Airfield,Little Stone (C),X0LZ,0,50.9666666666667,0.966666666666667
Airfield,Little Sutton (A),X4LS,1941,53.2794444444444,-2.95305555555556
Airfield,Little Walden (A),X3LW,1944,52.0669444444444,0.266666666666667
Airfield,Littleworth (C),X2LT,0,52.15,-2.15
Airfield,Liverpool (A),EGGP,1976,53.3336111111111,-2.84972222222222
Airfield,Liverpool (A),X4LV,1930,53.3427777777778,-2.88138888888889
Airfield,Liverpool Marine (B),X0LV,0,53.3744444444444,-2.96916666666667
Airfield,Llanbedr (A),EGOD,1941,52.81,-4.12722222222222
Airfield,Llandegla (A),X9LD,0,53.0461111111111,-3.2225
Airfield,Llandovery (B),X0LR,1922,51.9933333333333,-3.79305555555556
Airfield,Llandow (A),X7LD,1937,51.4327777777778,-3.49638888888889
Airfield,Llangefni (A),X0LL,0,53.2566666666667,-4.34361111111111
Airfield,Llantisilio (A),X7LS,0,53.0441666666667,-3.22083333333333
Airfield,Llanwrtyd Wells (B),X0YD,1922,52.1030555555556,-3.62694444444444
Airfield,Lleweni Parc (A),X7LP,0,53.2102777777778,-3.38666666666667
Airfield,Loch Earn (A),X9LE,0,56.3861111111111,-4.19916666666667
Airfield,Loch Lubnaig (A),X9LL,0,56.2916666666667,-4.29444444444444
Airfield,Loch Tay (A),X9LT,0,56.5236111111111,-4.135
Airfield,Loch Voil (A),X9LV,0,56.3455555555556,-4.44888888888889
Airfield,Locking (C),X0ZG,0,51.3333333333333,-2.91666666666667
Airfield,Lodge Road (A),X4LR,0,53.1230555555556,-0.213888888888889
Airfield,London City (A),EGLC,0,51.5052777777778,0.0552777777777778
Airfield,London Colney (C),X0LC,1916,51.7044444444444,-0.296388888888889
Airfield,London Gatwick (A),EGKK,1930,51.1480555555556,-0.190277777777778
Airfield,London Heathrow (A),EGLL,1930,51.4775,-0.461388888888889
Airfield,London Luton  (A),EGGW,1936,51.8747222222222,-0.368333333333333
Airfield,London Stansted (A),EGSS,1943,51.885,0.235
Airfield,London Westland Heliport (A),EGLW,0,51.47,-0.179444444444444
Airfield,Londonderry (A),EGAE,1941,55.0427777777778,-7.16083333333333
Airfield,Long Acres Farm (A),X3LA,0,52.1283333333333,-0.308888888888889
Airfield,Long Kesh (B),X8LK,1941,54.4880555555556,-6.10305555555556
Airfield,Long Marston (A),EGBL,1941,52.1383333333333,-1.75194444444444
Airfield,Long Mynd (A),X3LM,0,52.5152777777778,-2.88027777777778
Airfield,Long Newnton (A),X2LN,1940,51.6258333333333,-2.10611111111111
Airfield,Long Stratton (A),X3LN,0,52.4880555555556,1.21638888888889
Airfield,Longhorsley (C),X0LO,0,55.2333333333333,-1.75
Airfield,Longtown (A),X5LT,1941,55.0047222222222,-2.92111111111111
Airfield,Lopcombe Corner (C),X0LP,0,51.1166666666667,-1.6
Airfield,Lords Bridge (B),X2LO,0,52.1652777777778,0.0341666666666667
Airfield,Lossiemouth (A),EGQS,1939,57.7061111111111,-3.33888888888889
Airfield,Lossiemouth (A),X0QS,1932,57.7022222222222,-3.30805555555556
Airfield,Lotmead (A),X9LM,0,51.5725,-1.71305555555556
Airfield,Lough Neagh (A),++++,0,54.5744444444444,-6.27083333333333
Airfield,Loughborough (C),X2LU,0,52.7833333333333,-1.23333333333333
Airfield,Loughton (A),X0OU,1932,52.0097222222222,-0.770277777777778
Airfield,Louth (A),X4LT,0,53.3580555555556,0.0330555555555556
Airfield,Low Eldrig (C),X6LG,0,54.8166666666667,-4.96666666666667
Airfield,Low Farm (A),X9LF,0,52.6719444444444,1.51611111111111
Airfield,Lowden (C),X9LO,0,51.0347222222222,0.644444444444444
Airfield,Lower Beeding (C),X0LB,0,51.0333333333333,-0.266666666666667
Airfield,Lower Botrea (A),X2LB,0,50.1130555555556,-5.62805555555556
Airfield,Lower Upham (A),X2LV,0,51.4941666666667,-1.7125
Airfield,Lower Withial Farm (A),X2LW,0,51.1255555555556,-2.59611111111111
Airfield,Lowestoft (C),X0LF,0,52.4666666666667,1.75
Airfield,Lowthorpe (A),X0LW,0,54.0344444444444,-0.366944444444444
Airfield,Luce Bay (A),X0LU,0,54.8547222222222,-4.92944444444444
Airfield,Ludford Magna (A),X4LM,1943,53.3738888888889,-0.196111111111111
Airfield,Ludham (A),X3LD,1941,52.7205555555556,1.55083333333333
Airfield,Lundy Island (B),X2LI,0,51.17,-4.67055555555556
Airfield,Lydd (A),EGMD,0,50.9561111111111,0.939166666666667
Airfield,Lydd (A),X2LD,1943,50.9719444444444,0.868888888888889
Airfield,Lymington (A),X2LY,1944,50.7641666666667,-1.51694444444444
Airfield,Lymington (A),X1LY,1932,50.7666666666667,-1.56194444444444
Airfield,Lymm Dam (A),X4LD,0,53.3688888888889,-2.47666666666667
Airfield,Lympne (A),X2LM,1916,51.0794444444444,1.01694444444444
Airfield,Lyneham (A),EGDL,1940,51.5075,-1.99611111111111
Airfield,Lyveden (A),X3LY,0,52.4652777777778,-0.574722222222222
Airfield,Macaroni Down (B),X0ZL,0,51.7755555555556,-1.72277777777778
Airfield,Macmerry (A),X6MM,1929,55.9491666666667,-2.89583333333333
Airfield,Madley (A),X3MD,1941,52.0322222222222,-2.84861111111111
Airfield,Maghaberry (A),X8MB,1941,54.5147222222222,-6.17888888888889
Airfield,Manby (A),X3MB,1938,53.3583333333333,0.0830555555555556
Airfield,Manchester (A),EGCC,1937,53.3536111111111,-2.275
Airfield,Manchester  (A),EGCD,1925,53.3380555555556,-2.14888888888889
Airfield,Manchester  (A),EGCB,1930,53.4716666666667,-2.38972222222222
Airfield,Manningford (C),X1MA,0,51.3333333333333,-1.83333333333333
Airfield,Manor Farm (A),X3MJ,0,52.9119444444444,0.952777777777778
Airfield,Manor Farm (A),X2MR,0,51.0605555555556,-1.965
Airfield,Manor Farm Airfield (A),X3MF,0,52.4686111111111,-0.313611111111111
Airfield,Manor Farm Strip (A),X2MS,0,51.3077777777778,-1.6725
Airfield,Manor House Farm (A),X5MF,0,54.1513888888889,-1.42111111111111
Airfield,Manorbier (A),X7MB,1935,51.6466666666667,-4.77527777777778
Airfield,Manston (A),EGMH,1916,51.3422222222222,1.34611111111111
Airfield,Manton (A),X9MN,0,51.4238888888889,-1.76972222222222
Airfield,Manywell Heights (C),X0MH,1916,53.8166666666667,-1.9
Airfield,Marchington (A),X3MG,0,52.8697222222222,-1.77916666666667
Airfield,Marden (C),X0MN,0,51.1666666666667,0.533333333333333
Airfield,Margate (B),X0MA,0,51.3713888888889,1.38916666666667
Airfield,Marham (A),EGYM,1937,52.6483333333333,0.550555555555556
Airfield,Market Deeping (C),X0MD,0,52.6833333333333,-0.266666666666667
Airfield,Market Harborough (A),X3MK,1943,52.4933333333333,-0.954166666666667
Airfield,Marlborough (A),X1MB,1935,51.4088888888889,-1.72416666666667
Airfield,Marshland (A),EGSI,0,52.6436111111111,0.295
Airfield,Marske (A),X0MK,1910,54.5986111111111,-1.02805555555556
Airfield,Marston Moor (A),X4MM,1941,53.9627777777778,-1.30277777777778
Airfield,Martlesham Heath (A),X3MA,1917,52.0605555555556,1.26916666666667
Airfield,Marton (B),X4MT,0,53.8333333333333,-0.2
Airfield,Marwell Hall (A),X1MH,1941,50.9869444444444,-1.28111111111111
Airfield,Matching (A),X2MT,1943,51.7819444444444,0.242777777777778
Airfield,Matlask (A),X3MX,1940,52.8608333333333,1.19083333333333
Airfield,Mattishall (A),X0MT,0,52.6616666666667,1.05833333333333
Airfield,Maxstoke (C),X2MX,0,52.4666666666667,-1.63333333333333
Airfield,Maydown (A),X8MD,1942,55.0333333333333,-7.23972222222222
Airfield,Maypole (A),EGHB,0,51.3375,1.15527777777778
Airfield,Medway (A),X2MW,1993,51.3980555555556,0.640277777777778
Airfield,Melbourne (A),X4MB,1940,53.8669444444444,-0.840277777777778
Airfield,Melbury (A),X2ML,0,50.8797222222222,-2.61777777777778
Airfield,Melksham (A),X0ME,1932,51.3511111111111,-2.14083333333333
Airfield,Melton Mowbray (A),X3MY,1943,52.7366666666667,-0.889166666666667
Airfield,Melton Mowbray (A),X0MM,1932,52.7575,-0.838611111111111
Airfield,Membury (A),X2MB,1942,51.4786111111111,-1.55916666666667
Airfield,Mendlesham (A),X3MM,1943,52.2322222222222,1.12111111111111
Airfield,Menthorpe Gate (C),X0MG,0,53.8,-0.95
Airfield,Mepal (A),X3MP,1943,52.3961111111111,0.121111111111111
Airfield,Meppershall (A),X9ME,0,52.0194444444444,-0.355
Airfield,Meriden (C),X0MR,0,52.4333333333333,-1.63333333333333
Airfield,Merifield (C),X0MF,0,50.3833333333333,-4.35
Airfield,Merrow (A),X2MQ,1941,51.2333333333333,-0.529166666666667
Airfield,Merryfield (A),X2MY,1943,50.9630555555556,-2.93805555555556
Airfield,Merston (A),X2ME,1941,50.8202777777778,-0.743611111111111
Airfield,Metfield (A),X3MT,1943,52.3672222222222,1.39444444444444
Airfield,Metheringham (A),X4ME,1943,53.1344444444444,-0.346666666666667
Airfield,Methven (A),X6ME,1941,56.4108333333333,-3.53472222222222
Airfield,Methwold (A),X3MW,1939,52.5113888888889,0.545
Airfield,Middle Farm (C),X2MI,0,52.0002777777778,-1.08333333333333
Airfield,Middle Wallop (A),EGVP,1940,51.1430555555556,-1.57055555555556
Airfield,Middleton (C),X0MI,1916,53.75,-1.53333333333333
Airfield,Middleton Sands (C),X4MS,0,54.0169444444444,-2.90138888888889
Airfield,Midhurst (A),X0WZ,1932,51.0119444444444,-0.768611111111111
Airfield,Midhurst (A),X0MS,1932,50.9744444444444,-0.688055555555556
Airfield,Midlem (A),X6MD,0,55.5397222222222,-2.74333333333333
Airfield,Milden (A),X9MD,0,52.0697222222222,0.856944444444444
Airfield,Mildenhall (A),EGUN,1934,52.3616666666667,0.486666666666667
Airfield,Miles Platting (A),++++,1916,53.4919444444444,-2.21527777777778
Airfield,Milfield (A),X5ML,1944,55.5905555555556,-2.08694444444444
Airfield,Milford Haven (C),X0ML,0,51.7,-5.05
Airfield,Mill of Garvock (C),X6MG,0,56.8666666666667,-2.38333333333333
Airfield,Millisle (A),X8ML,0,54.6061111111111,-5.58527777777778
Airfield,Millom (A),X5MM,1941,54.2005555555556,-3.32305555555556
Airfield,Milltown (A),X6MT,1943,57.6755555555556,-3.23
Airfield,Milson (A),X3CU,0,52.3613888888889,-2.54583333333333
Airfield,Milton (A),X3MI,0,52.5847222222222,-0.33
Airfield,Milton Ernest Hall (C),X3ME,0,52.2,-0.516666666666667
Airfield,Mitchell's Farm (A),X3MC,0,52.3363888888889,0.182777777777778
Airfield,Moat Hall (A),X3MH,0,52.8180555555556,-1.79833333333333
Airfield,Molesworth (A),X3ML,1941,52.3816666666667,-0.418611111111111
Airfield,Mona (A),X7MN,1919,53.2591666666667,-4.37416666666667
Airfield,Monewden (A),X3MV,0,52.1686111111111,1.26111111111111
Airfield,Monmouth (C),X7MM,0,51.9002777777778,-2.76722222222222
Airfield,Montford Bridge (A),X3MO,1942,52.7483333333333,-2.84388888888889
Airfield,Montrose (A),X6MO,1912,56.7288888888889,-2.45166666666667
Airfield,Moorlands (C),X4MO,0,53.7833333333333,-0.15
Airfield,Moreton (A),X0MO,0,50.7052777777778,-2.335
Airfield,Moreton in the Marsh (A),X2MM,1941,51.9947222222222,-1.68166666666667
Airfield,Moreton Valance (A),X2MV,1939,51.7888888888889,-2.29861111111111
Airfield,Morpeth (A),X5MO,1942,55.1302777777778,-1.73527777777778
Airfield,Morridge (A),X3MR,0,53.1391666666667,-1.94527777777778
Airfield,Mount Farm (A),X2MF,1940,51.6647222222222,-1.15944444444444
Airfield,Mount Rule (A),X9MR,0,54.1813888888889,-4.51333333333333
Airfield,Mountbatten (B),X2MN,1917,50.3597222222222,-4.13166666666667
Airfield,Mountford (X),X0ZH,0,0,0
Airfield,Mousehold Heath (A),X3MN,1914,52.6436111111111,1.33361111111111
Airfield,Movenis (A),X8MV,0,54.9877777777778,-6.64416666666667
Airfield,Muckleburgh (A),X3MU,0,52.9477777777778,1.12305555555556
Airfield,Mullaghmore (A),X8MM,1942,55.0302777777778,-6.59833333333333
Airfield,Mullion (A),X0MX,1916,50.0452777777778,-5.20611111111111
Airfield,Murlough (C),X8DD,1941,54.25,-5.9
Airfield,Murton (C),X0MU,0,53.9666666666667,-1
Airfield,Nairn (B),X0NN,1920,57.5761111111111,-3.81166666666667
Airfield,Nantclwyd (B),X7NC,0,53.0625,-3.32277777777778
Airfield,Narborough (B),X0NA,1916,52.6605555555556,0.593888888888889
Airfield,Nayland (A),X2NY,0,51.9741666666667,0.849444444444444
Airfield,Needs Ore Point (A),X2NO,1944,50.7733333333333,-1.42611111111111
Airfield,Nesscliffe Camp (A),X3NS,0,52.7577777777778,-2.9275
Airfield,Netheravon (A),EGDN,1913,51.2472222222222,-1.75416666666667
